,name,year,month,day,hour,lat,long,status,category,wind,pressure,tropicalstorm_force_diameter,hurricane_force_diameter
14072,Leslie,2012,9,7,6,26.6,-62.2,hurricane,1,65,982,280,60
14085,Leslie,2012,9,10,12,36.4,-60.8,hurricane,1,65,980,330,20
14086,Leslie,2012,9,10,18,38.5,-59.8,hurricane,1,65,975,330,20
14087,Leslie,2012,9,11,0,41.1,-58.6,hurricane,1,65,970,330,20
14088,Leslie,2012,9,11,6,44,-57.3,hurricane,1,65,968,450,30
14108,Michael,2012,9,5,18,28.6,-43.1,hurricane,1,65,992,70,10
14109,Michael,2012,9,6,0,29,-42.6,hurricane,1,80,981,80,20
14110,Michael,2012,9,6,6,29.4,-42,hurricane,2,95,968,100,25
14111,Michael,2012,9,6,12,29.9,-41.4,hurricane,3,100,964,100,25
14112,Michael,2012,9,6,18,30.3,-41,hurricane,2,95,968,100,25
14113,Michael,2012,9,7,0,30.6,-40.8,hurricane,2,90,970,110,35
14114,Michael,2012,9,7,6,30.9,-40.8,hurricane,2,90,970,110,35
14115,Michael,2012,9,7,12,31.1,-41,hurricane,2,90,970,110,35
14116,Michael,2012,9,7,18,31.3,-41.2,hurricane,2,85,973,110,35
14117,Michael,2012,9,8,0,31.6,-41.5,hurricane,1,80,977,100,35
14118,Michael,2012,9,8,6,32,-41.7,hurricane,1,80,978,100,35
14119,Michael,2012,9,8,12,32.4,-41.9,hurricane,2,85,975,100,35
14120,Michael,2012,9,8,18,32.9,-42.1,hurricane,2,90,972,100,35
14121,Michael,2012,9,9,0,33.3,-42.3,hurricane,2,90,973,100,35
14122,Michael,2012,9,9,6,33.6,-42.6,hurricane,2,85,976,100,35
14123,Michael,2012,9,9,12,33.7,-42.9,hurricane,2,85,976,120,40
14124,Michael,2012,9,9,18,33.7,-43.5,hurricane,1,80,979,120,40
14125,Michael,2012,9,10,0,33.6,-44.1,hurricane,1,75,982,130,35
14126,Michael,2012,9,10,6,33.4,-44.9,hurricane,1,70,985,130,35
14127,Michael,2012,9,10,12,33.6,-45.8,hurricane,1,70,986,130,35
14128,Michael,2012,9,10,18,33.9,-46.9,hurricane,1,65,988,130,30
14152,Nadine,2012,9,14,18,28.3,-53.7,hurricane,1,65,984,330,30
14153,Nadine,2012,9,15,0,29.6,-53.3,hurricane,1,70,981,320,30
14154,Nadine,2012,9,15,6,30.5,-52.2,hurricane,1,70,980,320,30
14155,Nadine,2012,9,15,12,30.8,-50.7,hurricane,1,70,980,300,40
14156,Nadine,2012,9,15,18,30.8,-49.1,hurricane,1,70,980,300,40
14157,Nadine,2012,9,16,0,30.7,-47.5,hurricane,1,70,981,300,40
14158,Nadine,2012,9,16,6,30.6,-45.4,hurricane,1,65,984,300,40
14159,Nadine,2012,9,16,12,30.6,-43,hurricane,1,65,985,300,50
14160,Nadine,2012,9,16,18,30.8,-40.6,hurricane,1,65,985,300,50
14207,Nadine,2012,9,28,12,29.2,-34.4,hurricane,1,65,988,190,25
14208,Nadine,2012,9,28,18,29.7,-34.8,hurricane,1,65,988,190,25
14209,Nadine,2012,9,29,0,30.5,-35.3,hurricane,1,65,988,160,25
14210,Nadine,2012,9,29,6,31.4,-35.7,hurricane,1,65,988,160,25
14211,Nadine,2012,9,29,12,32.6,-36.1,hurricane,1,65,988,160,25
14212,Nadine,2012,9,29,18,33.8,-36.6,hurricane,1,70,986,160,25
14213,Nadine,2012,9,30,0,35,-37.1,hurricane,1,75,983,160,25
14214,Nadine,2012,9,30,6,36,-37.6,hurricane,1,75,982,160,25
14215,Nadine,2012,9,30,12,36.8,-38.3,hurricane,1,80,978,160,40
14216,Nadine,2012,9,30,18,37.2,-38.9,hurricane,1,80,978,180,50
14217,Nadine,2012,10,1,0,36.9,-39.4,hurricane,1,75,980,180,50
14218,Nadine,2012,10,1,6,36.4,-39.4,hurricane,1,65,988,190,30
14265,Rafael,2012,10,15,6,22,-65.2,hurricane,1,65,986,250,50
14266,Rafael,2012,10,15,12,22.6,-65.6,hurricane,1,70,983,270,50
14267,Rafael,2012,10,15,18,23.6,-65.8,hurricane,1,75,979,300,50
14268,Rafael,2012,10,16,0,24.6,-65.6,hurricane,1,80,974,300,50
14269,Rafael,2012,10,16,6,25.9,-65.3,hurricane,1,80,972,310,60
14270,Rafael,2012,10,16,12,27.6,-64.9,hurricane,1,80,969,310,60
14271,Rafael,2012,10,16,18,29.5,-64.2,hurricane,1,75,970,300,60
14272,Rafael,2012,10,17,0,31.6,-63.1,hurricane,1,75,970,300,70
14273,Rafael,2012,10,17,6,34,-61.7,hurricane,1,70,972,360,90
14274,Rafael,2012,10,17,12,36.5,-60.1,hurricane,1,65,972,420,90
14322,Sandy,2012,10,24,12,16.6,-76.9,hurricane,1,65,981,230,20
14323,Sandy,2012,10,24,18,17.7,-76.7,hurricane,1,75,972,250,55
14324,Sandy,2012,10,24,19,17.9,-76.6,hurricane,1,75,971,250,55
14325,Sandy,2012,10,25,0,18.9,-76.4,hurricane,2,85,964,310,55
14326,Sandy,2012,10,25,5,20,-76,hurricane,3,100,954,360,55
14327,Sandy,2012,10,25,6,20.1,-76,hurricane,3,100,954,360,45
14328,Sandy,2012,10,25,9,20.9,-75.7,hurricane,2,95,960,420,45
14329,Sandy,2012,10,25,12,21.7,-75.5,hurricane,2,95,966,480,50
14330,Sandy,2012,10,25,18,23.3,-75.3,hurricane,2,90,963,540,50
14331,Sandy,2012,10,26,0,24.8,-75.9,hurricane,1,75,965,570,60
14332,Sandy,2012,10,26,6,25.7,-76.4,hurricane,1,70,968,540,80
14333,Sandy,2012,10,26,12,26.4,-76.9,hurricane,1,65,970,530,90
14334,Sandy,2012,10,26,18,27,-77.2,hurricane,1,65,971,570,90
14337,Sandy,2012,10,27,12,28.8,-76.5,hurricane,1,70,956,660,120
14338,Sandy,2012,10,27,18,29.7,-75.6,hurricane,1,70,960,690,180
14339,Sandy,2012,10,28,0,30.5,-74.7,hurricane,1,65,960,780,180
14340,Sandy,2012,10,28,6,31.3,-73.9,hurricane,1,65,959,750,180
14341,Sandy,2012,10,28,12,32,-73,hurricane,1,65,954,750,180
14342,Sandy,2012,10,28,18,32.8,-72,hurricane,1,65,952,800,180
14343,Sandy,2012,10,29,0,33.9,-71,hurricane,1,70,950,850,150
14344,Sandy,2012,10,29,6,35.3,-70.5,hurricane,1,80,947,870,150
14345,Sandy,2012,10,29,12,36.9,-71,hurricane,2,85,945,820,120
14346,Sandy,2012,10,29,18,38.3,-73.2,hurricane,1,80,940,840,300
14558,Humberto,2013,9,11,12,16.3,-28.9,hurricane,1,70,987,190,30
14559,Humberto,2013,9,11,18,17.4,-28.9,hurricane,1,80,979,190,40
14560,Humberto,2013,9,12,0,18.6,-28.9,hurricane,1,80,979,220,60
14561,Humberto,2013,9,12,6,19.9,-28.9,hurricane,1,80,979,260,60
14562,Humberto,2013,9,12,12,21.2,-28.9,hurricane,1,75,980,300,60
14563,Humberto,2013,9,12,18,22.3,-29.1,hurricane,1,75,980,310,60
14564,Humberto,2013,9,13,0,23.2,-29.5,hurricane,1,70,982,320,60
14600,Ingrid,2013,9,14,18,21,-94.4,hurricane,1,65,986,120,20
14601,Ingrid,2013,9,15,0,21.6,-94.7,hurricane,1,75,983,140,30
14602,Ingrid,2013,9,15,6,22,-95.2,hurricane,1,75,985,140,30
14603,Ingrid,2013,9,15,12,22.4,-95.6,hurricane,1,65,989,130,20
14604,Ingrid,2013,9,15,18,22.7,-95.9,hurricane,1,65,987,140,20
14605,Ingrid,2013,9,16,0,23,-96.2,hurricane,1,70,989,130,15
14723,Arthur,2014,7,3,0,30.1,-79.2,hurricane,1,65,987,130,15
14724,Arthur,2014,7,3,6,30.9,-79.1,hurricane,1,70,984,130,15
14725,Arthur,2014,7,3,12,31.8,-78.8,hurricane,1,80,981,160,20
14726,Arthur,2014,7,3,18,32.9,-78.3,hurricane,1,80,978,190,50
14727,Arthur,2014,7,4,0,34,-77.3,hurricane,2,85,975,190,60
14728,Arthur,2014,7,4,3,34.7,-76.6,hurricane,2,85,973,190,60
14729,Arthur,2014,7,4,6,35.3,-76,hurricane,2,85,972,190,60
14730,Arthur,2014,7,4,8,35.8,-75.5,hurricane,2,85,973,190,60
14731,Arthur,2014,7,4,12,36.8,-74.4,hurricane,1,80,976,190,55
14732,Arthur,2014,7,4,18,38.4,-72.4,hurricane,1,70,978,220,70
14733,Arthur,2014,7,5,0,40.2,-69.7,hurricane,1,65,976,220,90
14796,Bertha,2014,8,4,12,26.8,-73.6,hurricane,1,70,998,170,20
14797,Bertha,2014,8,4,18,28.5,-73.6,hurricane,1,70,999,150,20
14798,Bertha,2014,8,5,0,30.5,-73.4,hurricane,1,65,1001,140,20
14826,Cristobal,2014,8,26,0,25.1,-72.1,hurricane,1,65,989,210,40
14827,Cristobal,2014,8,26,6,25.6,-72,hurricane,1,65,989,210,40
14828,Cristobal,2014,8,26,12,26.7,-71.8,hurricane,1,65,988,210,40
14829,Cristobal,2014,8,26,18,28.1,-71.4,hurricane,1,65,987,270,50
14830,Cristobal,2014,8,27,0,29.5,-71.5,hurricane,1,70,983,310,60
14831,Cristobal,2014,8,27,6,30.6,-72,hurricane,1,70,983,280,60
14832,Cristobal,2014,8,27,12,31.6,-72.2,hurricane,1,70,983,280,60
14833,Cristobal,2014,8,27,18,32.3,-71.8,hurricane,1,65,984,250,70
14834,Cristobal,2014,8,28,0,33.5,-70.7,hurricane,1,65,984,250,70
14835,Cristobal,2014,8,28,6,34.8,-69,hurricane,1,65,982,250,70
14836,Cristobal,2014,8,28,12,36.3,-67.1,hurricane,1,70,979,250,70
14837,Cristobal,2014,8,28,18,37.5,-63.6,hurricane,1,75,971,290,70
14838,Cristobal,2014,8,29,0,39.1,-58.8,hurricane,1,75,965,400,80
14839,Cristobal,2014,8,29,6,41.2,-53.9,hurricane,1,70,967,410,70
14884,Edouard,2014,9,14,12,24.4,-50.3,hurricane,1,70,985,220,30
14885,Edouard,2014,9,14,18,25.1,-51.5,hurricane,1,75,980,220,30
14886,Edouard,2014,9,15,0,25.8,-52.7,hurricane,1,80,975,220,30
14887,Edouard,2014,9,15,6,26.5,-54,hurricane,2,85,970,250,40
14888,Edouard,2014,9,15,12,27,-55.1,hurricane,2,90,966,250,40
14889,Edouard,2014,9,15,18,27.7,-56.1,hurricane,2,95,962,280,60
14890,Edouard,2014,9,16,0,28.5,-56.7,hurricane,2,95,960,280,70
14891,Edouard,2014,9,16,6,29.5,-57.3,hurricane,3,100,956,280,80
14892,Edouard,2014,9,16,12,30.6,-57.8,hurricane,3,105,955,280,90
14893,Edouard,2014,9,16,18,31.7,-57.7,hurricane,2,95,958,290,90
14894,Edouard,2014,9,17,0,32.9,-57,hurricane,2,85,959,290,100
14895,Edouard,2014,9,17,6,34.3,-56,hurricane,2,85,958,290,100
14896,Edouard,2014,9,17,12,35.7,-54.5,hurricane,1,80,957,290,100
14897,Edouard,2014,9,17,18,37.2,-52.4,hurricane,1,80,955,300,90
14898,Edouard,2014,9,18,0,38.3,-49.5,hurricane,1,75,958,300,90
14899,Edouard,2014,9,18,6,39.3,-46.7,hurricane,1,70,964,310,80
14900,Edouard,2014,9,18,12,39.9,-44.1,hurricane,1,70,969,290,90
14901,Edouard,2014,9,18,18,39.9,-42.1,hurricane,1,65,973,290,90
14925,Fay,2014,10,12,6,31.7,-64.9,hurricane,1,65,985,270,20
14926,Fay,2014,10,12,8,32.3,-64.7,hurricane,1,70,984,270,20
14927,Fay,2014,10,12,12,33.1,-63.9,hurricane,1,70,983,270,20
14937,Gonzalo,2014,10,13,12,17,-61.5,hurricane,1,65,992,130,15
14938,Gonzalo,2014,10,13,14,17.1,-61.8,hurricane,1,65,990,130,15
14939,Gonzalo,2014,10,13,18,17.6,-62.4,hurricane,1,70,988,150,25
14940,Gonzalo,2014,10,13,22,18.1,-63,hurricane,1,75,984,150,25
14941,Gonzalo,2014,10,13,23,18.2,-63.1,hurricane,1,75,984,150,25
14942,Gonzalo,2014,10,14,0,18.3,-63.2,hurricane,1,80,983,150,30
14943,Gonzalo,2014,10,14,6,19.1,-64,hurricane,2,90,976,150,35
14944,Gonzalo,2014,10,14,12,19.9,-64.8,hurricane,2,95,973,150,35
14945,Gonzalo,2014,10,14,18,20.8,-65.5,hurricane,3,100,968,150,35
14946,Gonzalo,2014,10,15,0,21.7,-66.2,hurricane,4,115,956,170,35
14947,Gonzalo,2014,10,15,6,22.5,-67,hurricane,4,115,953,170,40
14948,Gonzalo,2014,10,15,12,23.1,-67.7,hurricane,4,115,949,190,45
14949,Gonzalo,2014,10,15,18,23.8,-68.3,hurricane,3,110,953,190,50
14950,Gonzalo,2014,10,16,0,24.4,-68.6,hurricane,3,110,953,200,60
14951,Gonzalo,2014,10,16,6,25,-68.7,hurricane,4,115,948,220,60
14952,Gonzalo,2014,10,16,12,25.6,-68.7,hurricane,4,125,940,240,75
14953,Gonzalo,2014,10,16,18,26.5,-68.3,hurricane,4,125,942,240,75
14954,Gonzalo,2014,10,17,0,27.4,-67.8,hurricane,4,120,942,260,85
14955,Gonzalo,2014,10,17,6,28.6,-67.2,hurricane,4,115,945,260,85
14956,Gonzalo,2014,10,17,12,29.8,-66.5,hurricane,3,110,947,260,100
14957,Gonzalo,2014,10,17,18,31,-65.7,hurricane,3,105,949,260,100
14958,Gonzalo,2014,10,18,0,32.2,-64.9,hurricane,2,95,952,260,100
14959,Gonzalo,2014,10,18,0,32.3,-64.8,hurricane,2,95,952,260,100
14960,Gonzalo,2014,10,18,6,33.7,-63.9,hurricane,2,90,955,260,100
14961,Gonzalo,2014,10,18,12,35.6,-62.6,hurricane,2,85,960,290,110
14962,Gonzalo,2014,10,18,18,38.2,-60.9,hurricane,2,85,964,340,120
14963,Gonzalo,2014,10,19,0,41.2,-58.3,hurricane,2,85,965,360,120
14964,Gonzalo,2014,10,19,6,44.5,-54.8,hurricane,1,80,968,360,120
14965,Gonzalo,2014,10,19,12,47.8,-50.1,hurricane,1,70,970,360,120
15085,Danny,2015,8,20,12,12.3,-44.4,hurricane,1,65,995,80,20
15086,Danny,2015,8,20,18,12.8,-45.3,hurricane,1,75,990,80,20
15087,Danny,2015,8,21,0,13.2,-46.2,hurricane,2,85,981,80,20
15088,Danny,2015,8,21,6,13.5,-47,hurricane,2,95,973,80,20
15089,Danny,2015,8,21,12,13.8,-47.8,hurricane,3,110,960,80,25
15090,Danny,2015,8,21,18,14.3,-48.6,hurricane,3,105,966,80,25
15091,Danny,2015,8,22,0,14.7,-49.4,hurricane,2,95,973,80,25
15092,Danny,2015,8,22,6,15,-50.3,hurricane,2,85,980,80,25
15093,Danny,2015,8,22,12,15.3,-51.4,hurricane,1,75,985,80,25
15094,Danny,2015,8,22,18,15.5,-52.7,hurricane,1,65,990,80,10
15122,Fred,2015,8,31,0,14.6,-21.7,hurricane,1,65,992,130,20
15123,Fred,2015,8,31,6,15.3,-22.5,hurricane,1,70,989,130,25
15124,Fred,2015,8,31,12,16.1,-23.3,hurricane,1,75,986,130,25
15125,Fred,2015,8,31,18,16.8,-24.1,hurricane,1,70,988,130,25
15126,Fred,2015,9,1,0,17.4,-24.9,hurricane,1,65,991,130,20
15263,Joaquin,2015,9,30,6,25.4,-71.8,hurricane,1,65,978,130,50
15264,Joaquin,2015,9,30,12,24.9,-72.2,hurricane,1,70,971,170,50
15265,Joaquin,2015,9,30,18,24.4,-72.5,hurricane,1,80,961,200,50
15266,Joaquin,2015,10,1,0,23.9,-72.9,hurricane,3,100,951,220,50
15267,Joaquin,2015,10,1,6,23.5,-73.3,hurricane,3,110,947,240,55
15268,Joaquin,2015,10,1,12,23.1,-73.7,hurricane,4,115,942,260,65
15269,Joaquin,2015,10,1,18,23,-74.2,hurricane,4,115,936,270,75
15270,Joaquin,2015,10,2,0,22.9,-74.4,hurricane,4,120,931,290,80
15271,Joaquin,2015,10,2,6,23,-74.7,hurricane,4,120,935,300,85
15272,Joaquin,2015,10,2,12,23.4,-74.8,hurricane,4,115,937,300,90
15273,Joaquin,2015,10,2,16,23.6,-74.8,hurricane,3,110,940,300,90
15274,Joaquin,2015,10,2,18,23.8,-74.7,hurricane,3,110,941,300,95
15275,Joaquin,2015,10,2,21,24.1,-74.5,hurricane,3,110,942,300,95
15276,Joaquin,2015,10,3,0,24.3,-74.3,hurricane,4,115,943,300,95
15277,Joaquin,2015,10,3,6,24.8,-73.6,hurricane,4,120,945,300,95
15278,Joaquin,2015,10,3,12,25.4,-72.6,hurricane,4,135,934,290,95
15279,Joaquin,2015,10,3,18,26.3,-71,hurricane,4,130,934,290,95
15280,Joaquin,2015,10,4,0,27.4,-69.5,hurricane,4,115,941,290,85
15281,Joaquin,2015,10,4,6,28.9,-68.3,hurricane,3,105,949,290,80
15282,Joaquin,2015,10,4,12,30.4,-67.2,hurricane,2,95,956,280,80
15283,Joaquin,2015,10,4,18,31.6,-66.5,hurricane,2,85,958,290,70
15284,Joaquin,2015,10,5,0,32.6,-66,hurricane,1,75,961,300,65
15285,Joaquin,2015,10,5,6,33.6,-65.6,hurricane,1,75,964,300,65
15286,Joaquin,2015,10,5,12,34.4,-65.2,hurricane,1,75,964,310,65
15287,Joaquin,2015,10,5,18,35.3,-64.5,hurricane,1,75,964,320,60
15288,Joaquin,2015,10,6,0,36.2,-63.6,hurricane,1,75,967,320,60
15289,Joaquin,2015,10,6,6,37,-62.3,hurricane,1,75,970,330,65
15290,Joaquin,2015,10,6,12,37.9,-60.4,hurricane,1,70,974,350,70
15291,Joaquin,2015,10,6,18,38.8,-58,hurricane,1,70,974,360,70
15292,Joaquin,2015,10,7,0,39.6,-54.9,hurricane,1,70,974,380,75
15293,Joaquin,2015,10,7,6,40.3,-51.5,hurricane,1,65,977,390,70
15334,Kate,2015,11,11,0,33.1,-71.3,hurricane,1,65,990,140,20
15335,Kate,2015,11,11,6,35.2,-67.6,hurricane,1,70,985,180,20
15336,Kate,2015,11,11,12,36.2,-62.5,hurricane,1,75,980,300,30
15337,Kate,2015,11,11,18,37.6,-58.2,hurricane,1,65,980,330,40
15374,Alex,2016,1,14,6,29.3,-29.6,hurricane,1,65,985,220,20
15375,Alex,2016,1,14,12,30.8,-28.7,hurricane,1,75,981,220,20
15376,Alex,2016,1,14,18,32.5,-28,hurricane,1,75,981,250,20
15377,Alex,2016,1,15,0,33.9,-27.6,hurricane,1,70,984,250,20
15378,Alex,2016,1,15,6,35.4,-27.2,hurricane,1,65,986,370,20
15476,Earl,2016,8,3,18,16.9,-85.4,hurricane,1,65,988,160,10
15477,Earl,2016,8,4,0,17.3,-86.9,hurricane,1,70,984,160,15
15478,Earl,2016,8,4,4,17.4,-87.8,hurricane,1,75,979,160,15
15479,Earl,2016,8,4,6,17.4,-88.3,hurricane,1,75,979,160,20
15533,Gaston,2016,8,24,12,15.8,-39.1,hurricane,1,65,992,150,20
15534,Gaston,2016,8,24,18,16.9,-40.2,hurricane,1,65,988,180,40
15535,Gaston,2016,8,25,0,18,-41.4,hurricane,1,65,988,200,40
15536,Gaston,2016,8,25,6,18.9,-42.7,hurricane,1,65,988,200,40
15546,Gaston,2016,8,27,18,28.7,-53.6,hurricane,1,65,989,170,20
15547,Gaston,2016,8,28,0,29.3,-54.2,hurricane,1,75,980,190,40
15548,Gaston,2016,8,28,6,29.9,-54.5,hurricane,1,80,976,200,40
15549,Gaston,2016,8,28,12,30.3,-54.7,hurricane,2,90,969,200,40
15550,Gaston,2016,8,28,18,30.5,-55,hurricane,3,100,962,200,40
15551,Gaston,2016,8,29,0,30.6,-55.2,hurricane,3,105,955,200,50
15552,Gaston,2016,8,29,6,30.7,-55.3,hurricane,3,100,960,200,50
15553,Gaston,2016,8,29,12,30.8,-55.4,hurricane,2,95,964,200,50
15554,Gaston,2016,8,29,18,31.1,-55.4,hurricane,2,90,967,200,50
15555,Gaston,2016,8,30,0,31.4,-54.9,hurricane,2,85,970,200,55
15556,Gaston,2016,8,30,6,31.7,-54.4,hurricane,2,85,970,200,60
15557,Gaston,2016,8,30,12,32,-53.5,hurricane,2,85,968,220,60
15558,Gaston,2016,8,30,18,32.4,-52.5,hurricane,2,95,963,230,70
15559,Gaston,2016,8,31,0,32.7,-51.5,hurricane,3,105,955,240,70
15560,Gaston,2016,8,31,6,33.1,-50.5,hurricane,3,105,955,250,80
15561,Gaston,2016,8,31,12,33.7,-49.2,hurricane,3,100,960,250,80
15562,Gaston,2016,8,31,18,34.5,-47.9,hurricane,2,95,965,250,80
15563,Gaston,2016,9,1,0,35.5,-46.3,hurricane,2,90,969,260,90
15564,Gaston,2016,9,1,6,36.3,-44.3,hurricane,2,85,973,270,100
15565,Gaston,2016,9,1,12,37.1,-42,hurricane,1,80,976,270,100
15566,Gaston,2016,9,1,18,37.8,-39.5,hurricane,1,75,981,270,90
15567,Gaston,2016,9,2,0,38.2,-37,hurricane,1,70,985,250,80
15568,Gaston,2016,9,2,6,38.5,-35,hurricane,1,65,988,230,70
15611,Hermine,2016,9,1,18,27.9,-85.5,hurricane,1,65,988,210,40
15612,Hermine,2016,9,2,0,29,-84.8,hurricane,1,70,983,210,70
15613,Hermine,2016,9,2,5,30.1,-84.1,hurricane,1,70,981,210,60
15614,Hermine,2016,9,2,6,30.3,-84,hurricane,1,65,982,190,30
15785,Matthew,2016,9,29,18,14.2,-66.9,hurricane,1,65,993,260,60
15786,Matthew,2016,9,30,0,14.2,-68.1,hurricane,1,70,987,270,50
15787,Matthew,2016,9,30,6,14,-69.3,hurricane,2,85,979,260,55
15788,Matthew,2016,9,30,12,13.8,-70.4,hurricane,3,100,968,260,50
15789,Matthew,2016,9,30,18,13.5,-71.2,hurricane,4,120,955,260,50
15790,Matthew,2016,10,1,0,13.4,-71.9,hurricane,5,145,942,260,60
15791,Matthew,2016,10,1,6,13.4,-72.5,hurricane,5,140,942,260,60
15792,Matthew,2016,10,1,12,13.4,-73.1,hurricane,4,135,944,260,45
15793,Matthew,2016,10,1,18,13.4,-73.3,hurricane,4,130,942,260,45
15794,Matthew,2016,10,2,0,13.5,-73.5,hurricane,4,130,940,250,45
15795,Matthew,2016,10,2,6,13.7,-73.9,hurricane,4,125,941,240,45
15796,Matthew,2016,10,2,12,14,-74.3,hurricane,4,130,947,240,45
15797,Matthew,2016,10,2,18,14.2,-74.7,hurricane,4,135,945,240,45
15798,Matthew,2016,10,3,0,14.5,-75,hurricane,4,130,944,250,50
15799,Matthew,2016,10,3,6,14.9,-75,hurricane,4,125,942,250,50
15800,Matthew,2016,10,3,12,15.4,-75,hurricane,4,125,941,250,50
15801,Matthew,2016,10,3,18,15.9,-74.9,hurricane,4,125,938,260,65
15802,Matthew,2016,10,4,0,16.6,-74.6,hurricane,4,130,934,260,65
15803,Matthew,2016,10,4,6,17.5,-74.4,hurricane,4,130,934,260,65
15804,Matthew,2016,10,4,11,18.3,-74.3,hurricane,4,130,935,260,65
15805,Matthew,2016,10,4,12,18.4,-74.3,hurricane,4,125,937,260,70
15806,Matthew,2016,10,4,18,19.3,-74.3,hurricane,4,120,947,250,80
15807,Matthew,2016,10,5,0,20.1,-74.3,hurricane,4,115,949,250,80
15808,Matthew,2016,10,5,6,20.7,-74.4,hurricane,3,110,960,250,75
15809,Matthew,2016,10,5,12,21.4,-74.8,hurricane,3,105,962,240,70
15810,Matthew,2016,10,5,18,22.2,-75.4,hurricane,3,105,963,230,70
15811,Matthew,2016,10,6,0,23,-76,hurricane,3,105,960,230,70
15812,Matthew,2016,10,6,6,23.8,-76.7,hurricane,3,110,952,230,70
15813,Matthew,2016,10,6,12,24.7,-77.5,hurricane,4,120,937,240,80
15814,Matthew,2016,10,6,18,25.7,-78.3,hurricane,4,120,937,250,80
15815,Matthew,2016,10,7,0,26.7,-79,hurricane,4,115,937,270,80
15816,Matthew,2016,10,7,6,27.7,-79.7,hurricane,3,110,939,270,80
15817,Matthew,2016,10,7,12,28.9,-80.3,hurricane,3,105,944,270,85
15818,Matthew,2016,10,7,18,29.7,-80.7,hurricane,3,100,946,270,85
15819,Matthew,2016,10,8,0,30.7,-80.6,hurricane,2,95,949,270,85
15820,Matthew,2016,10,8,6,31.6,-80.6,hurricane,2,85,953,290,70
15821,Matthew,2016,10,8,9,32.1,-80.5,hurricane,2,85,957,290,70
15822,Matthew,2016,10,8,12,32.5,-79.9,hurricane,1,80,963,300,50
15823,Matthew,2016,10,8,15,33,-79.5,hurricane,1,75,967,300,50
15824,Matthew,2016,10,8,18,33.5,-79,hurricane,1,70,973,320,50
15825,Matthew,2016,10,9,0,33.9,-77.3,hurricane,1,70,981,330,40
15826,Matthew,2016,10,9,6,34.7,-76,hurricane,1,70,983,350,50
15840,Nicole,2016,10,6,18,27.3,-65.1,hurricane,1,75,980,120,30
15841,Nicole,2016,10,7,0,27.5,-65.2,hurricane,2,90,969,130,30
15842,Nicole,2016,10,7,6,27.6,-65.2,hurricane,1,75,970,130,30
15860,Nicole,2016,10,11,18,27.2,-66.2,hurricane,1,70,980,180,25
15861,Nicole,2016,10,12,0,27.4,-66.6,hurricane,1,75,976,180,25
15862,Nicole,2016,10,12,6,27.6,-66.8,hurricane,2,85,973,180,25
15863,Nicole,2016,10,12,12,28,-66.9,hurricane,2,95,969,210,60
15864,Nicole,2016,10,12,18,28.7,-66.8,hurricane,3,105,962,250,60
15865,Nicole,2016,10,13,0,29.6,-66.5,hurricane,4,115,954,300,110
15866,Nicole,2016,10,13,6,30.6,-66.2,hurricane,4,120,950,300,130
15867,Nicole,2016,10,13,12,31.6,-65.3,hurricane,3,110,956,330,130
15868,Nicole,2016,10,13,15,32.3,-64.7,hurricane,3,105,959,330,160
15869,Nicole,2016,10,13,18,33,-63.9,hurricane,2,95,962,330,160
15870,Nicole,2016,10,14,0,34,-62.1,hurricane,2,85,967,360,160
15871,Nicole,2016,10,14,6,34.9,-60.5,hurricane,1,75,972,360,130
15872,Nicole,2016,10,14,12,35.6,-58.9,hurricane,1,70,975,480,130
15873,Nicole,2016,10,14,18,36.4,-56.5,hurricane,1,65,977,480,130
15874,Nicole,2016,10,15,0,37.2,-54.2,hurricane,1,65,974,510,130
15875,Nicole,2016,10,15,6,38,-52.6,hurricane,1,75,965,540,130
15876,Nicole,2016,10,15,12,38.7,-51.1,hurricane,1,75,960,690,160
15877,Nicole,2016,10,15,18,39,-49.8,hurricane,1,75,961,660,160
15878,Nicole,2016,10,16,0,39.3,-48.7,hurricane,1,75,961,750,160
15879,Nicole,2016,10,16,6,39.1,-48,hurricane,1,70,962,750,160
15880,Nicole,2016,10,16,12,38.9,-47.2,hurricane,1,70,963,690,160
15881,Nicole,2016,10,16,18,39.4,-46.4,hurricane,1,65,964,690,150
15882,Nicole,2016,10,17,0,40.1,-45.8,hurricane,1,65,965,690,150
15883,Nicole,2016,10,17,6,40.6,-45.5,hurricane,1,65,965,690,150
15884,Nicole,2016,10,17,12,40.9,-45.1,hurricane,1,65,966,690,150
15885,Nicole,2016,10,17,18,41.8,-43.6,hurricane,1,65,966,630,150
15917,Otto,2016,11,23,18,11.2,-81.1,hurricane,1,65,990,100,20
15918,Otto,2016,11,24,0,11.2,-81.8,hurricane,1,80,980,100,20
15919,Otto,2016,11,24,6,11.1,-82.4,hurricane,2,90,978,100,30
15920,Otto,2016,11,24,12,11,-83,hurricane,3,100,975,100,30
15921,Otto,2016,11,24,17,11,-83.8,hurricane,3,100,975,100,30
15922,Otto,2016,11,24,18,11,-83.9,hurricane,2,95,978,100,30
15923,Otto,2016,11,25,0,10.9,-84.9,hurricane,1,65,992,90,10
16027,Franklin,2017,8,9,18,20.2,-94.4,hurricane,1,65,984,210,30
16028,Franklin,2017,8,10,0,20.3,-95.5,hurricane,1,75,981,220,30
16029,Franklin,2017,8,10,5,20,-96.6,hurricane,1,70,990,220,30
